s,highlight,text_url
םה,אלא מן הדא פשטא דתניא בצלים שירדו עליהן גשזמים וצימחו כו' עד למימר דגידולי הירת מצילין את האיסור ראיתי מקשי <b>םהיכי</b> מיסק אדעתין דניהו גידולי היר הגדילין מעט מעט ויבטלו את האיסור ונימא כל פורתא ופורתא דאיתוסף,https://www.sefaria.org.il/Tosafot_Rid_on_Nedarim_58a:2?lang=he
םה,"הוא שיערב הכל ויוציא המעשר מהכל וזה יהיה כשיתנו לו הרבה לפי שנאמר מאחר שנתן זה הנותן מתנה גדולה איש נדיב הוא ולא יקשה בעיניו המעשר ונאמר שעכ""פ הוציא המעשרות ויתעשר הכל דמאי <b>ואםהיתה</b> מתנה מועטת נחשב עליו",https://www.sefaria.org.il/Rambam_on_Mishnah_Demai_5:5:1?lang=he
םה,"טעמא דרשב""ג מפרש דקאמר לא כל החצירות וכו' דכן הוא הדרך דמאן דמתפרנס כלומר שיש לו <b>פרנםה</b> בשופי ובריוח ועתיר בנכסין הוא בונה לו חומה סביב לביתו ובית שער לו כדכתיב הון עשיר וגו' ולא כל בני אדם ראוין לזה:",https://www.sefaria.org.il/Penei_Moshe_on_Jerusalem_Talmud_Bava_Batra_1:4:2:1?lang=he
םה,על על פנים ריבוי הסיפורים הבאים להדגיש שקונים פרה אדומה <b>מהנכריםה</b> לא יכול להיות מקרי. ריבוי הסיפורים מתפרש כתגובה לדעת בית שמאי.,https://www.sefaria.org.il/Mishnat_Eretz_Yisrael_on_Mishnah_Parah_2:1:14?lang=he
םה,אבל בחי׳ ל״ת שהן בבחי׳ י״ה עלמא דאתכסיא אינו נתפס <b>בשוםהשגה</b> רק בבחי׳ הודאה.,"https://www.sefaria.org.il/Likkutei_Torah,_Pekudei_1:32?lang=he"
םה,"תחתונה למטה אם מסתתרת ואינה באה לחשבון וכאשר יעלה אל שער הנ' יתעורר מהמחשבה העליונה למטה לפעול פעולת הייחוד ויתפשט ויתגלה משא""כ בשאר הספי' ולזה הספיר' הזאת היא נקוד' מסתתרת ואינו מתגלה אלא למעל' בסוד צדיק <b>בעולםהבא</b>",https://www.sefaria.org.il/Ohr_HaChamah_on_Zohar_3:107b:25?lang=he
םה,"The reason for all this has already been recorded in Zechariah 1, 14-15 קנאתי לירושלים ולציון קנאה גדולה, וקצף גדול אני קוצף על הגוים השאננים אשר אני קצפתי מעט <b>והםה</b> עזרו לרעה, “I am very jealous for Jerusalem","https://www.sefaria.org.il/Rabbeinu_Bahya,_Bereshit_15:14:1?lang=he"
םה,"lui-même, dans sa lettre à Samuel ibn-Tibbon: ם תני ען מעני הדה לפטה̈ אעני דמג והו פי נםכתהם אדמג והו כטא אנמא אלצחיח דמג אעני צרבהא פי דמאגהא מתל קולהם ז״ל מחו לה אמוחא כדלך תקול ערב למן צרב שכצא עלי <b>ראםה</b>","https://www.sefaria.org.il/Guide_for_the_Perplexed,_Part_1_74:13?lang=he"
םה,"תמוה כיון דנשאת שלא ברשות ב""ד, והרי יש מהראשונים דס""ל דאף כשהביאה עד אחד לבד להעיד שמת בעלה לא משגחינן ביה מפני שחושדין גם אותו מפני הזכרת כתובתה, ורבינו הרמ""א הביא דיעה זו, ואיך אפשר דכשנשאת מעצמה תטול <b>גםהכתובה</b>","https://www.sefaria.org.il/Arukh_HaShulchan,_Even_HaEzer_17:111?lang=he"
םה,ויקתרן בה אלדעא פי חצור אלשכינהמרייה באלעין כמא כאנת ללאנביא וללאוליא וללמכרגין מן מצר פידעוותחזינה <b>עינינוויכתםהמחזיר</b> שכינתו לציון.,https://www.sefaria.org.il/Kuzari_3:19?lang=he
םה,אמר להן משה לשיראל אותו יצר הרע העבירו מלבבכם ותהיו כלכם ביראה אחת ובעצה אחת לשרת לפני המקום כשם שהוא יחידי בעולם כך תהא עבודתכם מיוחדת לפניו שנאמר ומלתם את ערלת לבבכם וגו' מפני מה כי ה' <b>אלהיכםהוא</b> אלהי,https://www.sefaria.org.il/Yalkut_Shimoni_on_Torah_521:4?lang=he
םה,"וי""מ אותה כך, שכל בגדים שהוא נוגע בהץ בשעה שהוא נוגע בנבלה הוא מטמא <b>שאםהיה</b> תפוס בידו אחת כלים ובידו אח' נושא את הנבלה טמאין ובכך את' מפרש ברייתא זו שבתורת כהנים אבל לאח' שפי' מן הטומאה אם חזר ונגע [לא]",https://www.sefaria.org.il/Chiddushei_Ramban_on_Bava_Batra_9b:1?lang=he
םה,"ואפילו לדברי המפרשים שלא אמרו שחט בה שנים או רוב שנים ועדיין מפרכסת הרי היא כחיה לכל דבריה אלא בששחט ישראל בטמאה או א""י בטהורה דלאו בר שחיטה היא אבל ישראל בטהורה דמכי שחט בה רוב <b>שניםה</b> רי היא כמתה גמורה",https://www.sefaria.org.il/Rashba_on_Bava_Kamma_77a:1?lang=he
םה,"עושה כלי להיות מצלת בצמיד פתיל או לא עד שיסתום כולה ואף על פי שהוא ראוי לקבל טומאה לענין הצלה מיהא מצלה כההיא מתניתין דלעיל, ואתיא למפשטיה מפקקה בזמורה דאינה מצלת בצמיד פתיל עד שימרח ויסתום כל הנקב יפה <b>יםה</b>",https://www.sefaria.org.il/Rashba_on_Bava_Kamma_105a:5?lang=he
םה,"<b>מקוםהטבעות</b> עשרים וארבע דהיינו ד' שורות זו אחר זו ממזרח למערב. ובכל שורה ו' טבעות מצפון לדרום שהיו מחזיקים הו' טבעות הנ""ל כ""ד אמה עם ה' הרווחין שבין הו' טבעות:",https://www.sefaria.org.il/Yachin_on_Mishnah_Middot_5:13:1?lang=he
םה,"' אין זה דומה למאי דאמרי' אבל במניח נעשה בסיס לדבר אסור דכל מתני' בשוכח מיייר כדבעי' למימר לקמן אלא הפ' אע""ג דהוא טלטול מן הצד שאינו נוגע באבן אלא בכלכלה תיאסר כל הכלכלה בעוד שהאבן בתוכה שלמה יטלטלנה <b>עםהאבן</b>",https://www.sefaria.org.il/Tosafot_Rid_on_Shabbat_142a:2?lang=he
םה,"דכי האי גוונא רואין כאילו חוט מתוח על אותו מקום שהוצרכו להוציא ההיקף חוצה לו במזרח העיר מן הנקודה שבתחילת המקום ההוא לצד <b>הדרוםה</b> עד הנקודה שבסופו לצד הצפוןו, [ו]כאלו חוט מתוח מחצי רוח צפונית לחצי רוח דרומית",https://www.sefaria.org.il/Yad_Ramah_on_Bava_Batra_7b:30?lang=he
םה,לענין קרבן לפלוגי בין שוגג למזיד דמהיכי תיתי ליה לפלוגי בהכי לענין קרבן טפי מלענין מלקות מיהו יש לדקדק בהך איבעיא דנזיר דדחק התם לפרושי בנכנס לבית הקברות בשידה תיבה ומגדל אמאי לא מוקי לה בשלא התרו בו <b>אהכנםה</b>,https://www.sefaria.org.il/Chidushei_Halachot_on_Shevuot_17a:2?lang=he
םה,"אך התירץ הוא כי הם חשובים יותר, כי הוא נשלח לתקן מחיה לפניהם, והוי כנברא לשמש אותם לקיימם לפליטה גדולה, והיינו <b>שםה</b> לתכלית יותר נכבד, וזה היה אומרו כנגד ואל יחר.","https://www.sefaria.org.il/Yismach_Moshe,_Vayigash_12:1?lang=he"
םה,"ובסוף פרק קמא דחנינה שנינו היתר נדרים פורחים באויר ואין להם על מה שיסמכו, הלכות שבת חגיגות והמעילות הרי הם כהררי <b>םהתלויים</b> בשערה מקרא מועט והלכות מרובות, הדינין והעבודות, הטהורות והטומאות ועריות יש להן",https://www.sefaria.org.il/The_Wars_of_God_6:13?lang=he
םה,וְהִתְחִיל לוֹמַר קְצָת אֵיזֶה תֵּבוֹת מֵאַקְדָּמוּת <b>עִםהַנִּגּוּן</b>.,https://www.sefaria.org.il/Sichot_HaRan_256:3?lang=he
םה,אם חל שביעי במועד מותר בתספורת דכתיב <b>וביוםהז'יגלח</b> את כל שערו וגילוח דנתק לא קחשיב שאינו אלא דבר מועט שמגלח סביב הנתק:,https://www.sefaria.org.il/Korban_HaEdah_on_Jerusalem_Talmud_Moed_Katan_3:1:1:3?lang=he
םה,"ביםגעפום עיפגז וא, טיפרח כלוש ירדנפי ידיחא הום אד השרכא ום.ביהרח כלוש יאז שם,אדי בנל כלך תוא הור אש כתריוא הום אד הכחי ""כ: תבשכ, :]פב, [ב: מהה וטלסא ח"" ביובר דאה רך,דר לצאיו <b>הדםהאת</b> ארתומ שיא הצדכי וה,וי",https://www.sefaria.org.il/Notes_by_Rabbi_Yehoshua_Hartman_on_Tiferet_Yisrael_62:51?lang=he
םה,"מה שאין במקורות שהובאו כאן, המדרגה השניה אינה באה <b>במקוםה</b> המדריגה הראשונה, אלא אדרבה, היא מבוססת עליה, וכבנין הבנוי על יסודות שקדמו לו. שהרי אין השכל מפקיע ממדריגת המעשה, ואין אשה מפקיעה ממדריגת האיש.",https://www.sefaria.org.il/Notes_by_Rabbi_Yehoshua_Hartman_on_Gevurot_Hashem_12:25?lang=he
םה,ועמ״ש מזה בפ׳ אחרי ע״פ כי <b>ביוםהזה</b> יכפר כו׳. וזהו ענין ישראל מתקשראן באורייתא ואורייתא בקוב״ה וכמו הקשר שמחבר שני דברים נפרדים להיות קשורים ומיוחדים יחד בקשר אמיץ וחזק כמו ונפש יהונתן נקשרה בנפש דוד.,"https://www.sefaria.org.il/Likkutei_Torah,_Tazria_6:10?lang=he"
םה,"וארגמן זה סדר טהרות שלפי שיש בה כמה גוונים ואח""כ יבא בהתגלות והעיר שושן צהלה ושמחה <b>ליהודיםהיתה</b> אורה כו':","https://www.sefaria.org.il/Torah_Ohr,_Megillat_Esther_4:11?lang=he"
םה,"בפירושנו לסנהדרין, ובעקבות משניות אחרות וחוקרים <b>קודמיםהראינו</b> כיצד עוצבה תרבות המחלוקת מניסיון להכרעה ולמדיניות של היעדר הכרעה.",https://www.sefaria.org.il/Mishnat_Eretz_Yisrael_on_Mishnah_Horayot_1:1:89?lang=he
םה,"אם אין להם חלק <b>לעולםהבא</b>, כיצד ייפסק דינם? רבי נחמיה אומר אלו ואלו אינן עומדין – לדין שנאמר – על כן לא יקומו רשעים במשפט – .",https://www.sefaria.org.il/Mishnat_Eretz_Yisrael_on_Mishnah_Sanhedrin_10:3:24?lang=he
םה,"וזה הניצוץ, מתלבש ברביעית דם הנזכר לעיל, והכל אחד, וכמ""ש, כי <b>הדםהוא</b> הנפש, הנאמר על רביעית דם הזה.","https://www.sefaria.org.il/Talmud_Eser_HaSefirot,_Section_III_5:6?lang=he"
םה,העבודה הנעשית לו כי אם במקום אחד על ידי משפחה אחת בהפך מה שהיו עושים עובדי עבודה זרה שהיו עובדים אלהיהם בכל עריהם כמו שאמר כי מספר עריך היו אלהיך יהודה והנה נצטוו שיהיה להם בגדים מיוחדים בעת העבודה יהיו <b>לםה</b>,"https://www.sefaria.org.il/Ralbag_on_Torah,_Exodus_27:20:4?lang=he"
םה,"שמח זבלון בצאתך , ""Rejoice, O Zevulun, on your journeys;"" Although as a general rule we are not supposed to rejoice as per Kohelet 2,2 ולשמחה <b>םה</b> זה עושה , ""and of joy, what does it accomplish?""",https://www.sefaria.org.il/Or_HaChaim_on_Deuteronomy_33:18:1?lang=he
םה,"רבן שמעון בן גמליאל משום ר""א בן עזריה אומר הרי הוא אומר וימת נדב ואביהוא לפני ה' בהקריבם אש זרה שאין ת""ל ובנים לא היו להם שאילו היו להם בנים <b>בניםהם</b> קודמין לאלעזר שכל הקודם בנחלה הוא קודם בכבוד.",https://www.sefaria.org.il/Yalkut_Shimoni_on_Torah_530:3?lang=he
םה,ואפילו לשמותיה דוקא היכא דהוה ליה לאשתמוטי ליה ואסהיד אבל היכא דלא הוה יכיל לאשתמוטי ליה כגון דמחייבי ליה שבועה דלא ידע ליה <b>םהדותא</b> ואי לא משתבע ליה אניס ליה בגופיה או בממוניה אזיל ומסהיד ולא משמתינן ליה,https://www.sefaria.org.il/Shita_Mekubetzet_on_Bava_Kamma_113b:18?lang=he
םה,"והצאת ז""ל ומועליל לקבץ הנדחים ולהחזירם לקדושה כי כל הנפשות דבני ישראל שרשםבתורה דאורייתא וישראל חד, בסוד נפש דדור המדבר דורו של משה שקבלו התורה שבכתב שורשם באותיות התורה שבכתב כידוע, ושאר הדורות שהם <b>הענפיםהמתפשטים</b>",https://www.sefaria.org.il/Takanat_HaShavin_6:1?lang=he
םה,"וראי' לדבר מהא דאמרי' <b>בפסחיםהאופה</b> מי""ט לחול רבה אמר אינו לוקה רב חסדא אמר לוקה ואפי' רבה לא אמר אינו לוקה אלא משום דאמרי' הואיל ואי מקלעי ליה אורחים חזי ליה השתא נמי חזי ליה אבל אי לא""ה לוקה ול""א מתוך",https://www.sefaria.org.il/Chiddushei_Ramban_on_Shabbat_124b:1?lang=he
םה,"תתן אמת ליעקב חסד לאברהם ואם השור בא ללחוך על כל פשעים תכסה אהבה והנני רומז אמ""ת חס""ד פח""ד ודע כי האהבה היא מתקשרת בנדבה כמו שאמרנו ארפא משובתם אוהבם נדבה והיודע סוד יניקת אברהם ויודע סוד הפסוק הזה כי <b>מקוםהרפואה</b>",https://www.sefaria.org.il/Shaarei_Tzedek_7:12?lang=he
םה,כלל כריתות אשרי עין ראתה ספרו שחיבר על כל התלמוד מעניינ סוגיית התלמוד וכמה כללים והוא השורש וכל הבאים אחריו וחברו ודברו בכללי התלמוד כולם <b>ענפיםהם</b> ממנו גם אנכי הקטן בקונטרסי הזה אין מדרש בלא חידוש יהי,"https://www.sefaria.org.il/Shenei_Luchot_HaBerit,_Torah_Shebe'al_Peh,_Kelal_Keritut_1?lang=he"
םה,Al-’Harizi traduit: לא יצטרך למגביל אשר יבריע המציאות על <b>האפיםה</b>.,"https://www.sefaria.org.il/Guide_for_the_Perplexed,_Part_1_76:6?lang=he"
םה,"C’est par ce même, verbe que Saadia rend le verbe hébreu <b>חםה</b>. Voy., p. ex., à la fin du Ps. 2 . Littéralement: est voilée et très cachée. Voir ci-dessus, chap. XXVIII, pag. 94.","https://www.sefaria.org.il/Guide_for_the_Perplexed,_Part_1_43:5?lang=he"
םה,"Les mots <b>ולמכםה</b> עתיק signifient probablement: et afin d’avoir des vêtements de luxe; le Talmud, comme on vient de le voir, détourne ces mots de leur sens naturel, afin d’y voir une allusion à ceux qui","https://www.sefaria.org.il/Guide_for_the_Perplexed,_Part_3_Introduction_2?lang=he"
םה,ואלשלחןליתצל בה אלכצב ואלכיראת אלגסדיה כמא קאל <b>אלחכמיםהָרוֹצֶה</b> שֶׁיַּחְכִּים יַדְרִים. הָרוֹצֶה שֶׁיַּעֲשִׁיר יַצְפִּין.,https://www.sefaria.org.il/Kuzari_2:26?lang=he
םה,"בא לעולם אבל חילופיהן הן דבר שלא בא לעולם ומש""ה בעי עלייהו ואלה נמי הן חמורין מאסור הבא מאליו שגידוליו מותרין ואלה גידוליהן אסורין ובחליפין קמבעי' לי' אם הן חמורין גם בזה מאיסור הבא מאליו ואסורין או <b>אםהן</b>",https://www.sefaria.org.il/Tosafot_Rid_on_Nedarim_47a:3?lang=he
םה,"פ""ב דפסחים ואיני נ""ל שהמורה סובר שהמקצת וכולו שניהן הן לאו שבכלללות מושם דתרווייהו מחד לאו נפקו ואינו נ""ל דלאו דכולו לא יקרא לאו שבכללות מושם דלא ייחד עליו הכתוב לאו אלא כללו עם לאו דכולו ופתרון א' יש <b>לשניםה</b>",https://www.sefaria.org.il/Tosafot_Rid_on_Pesachim_41a:2?lang=he
םה,"בטל מתורת כלי עד שינטל פיו ואין לו תקנה ופתרון המורה נ""ל עיקר שפי' כלי אדמה שאינן עשוין ככלי חרס בכבשן אלא מין אדמה היא שהיא כאבן רכה וחוקקין ממנה כלים זה נ""ל נכון אבל אדמה המגובלת במים ועשו ממנה כלים <b>אםהוסקו</b>",https://www.sefaria.org.il/Tosafot_Rid_on_Yoma_2a:1?lang=he
םה,"פשיט' שזה מעדיף וזה מעדיף ומפ' לא צריכ' שקדם חד מנייהו ועבד פלגא והעדפה כדיניה וחד עבד פלגא בלחוד מהו דתימא לימ' ליה שקול אוזיקנא ועביד כולה העדפה קמ""ל ואכתי לא נהיר דעיקר קושיא מעיקרא ארישא היא ולא <b>משוםהעדפה</b>",https://www.sefaria.org.il/Chiddushei_Ramban_on_Bava_Batra_6b:1?lang=he
םה,"משמרו ומוסיף עליוי וגם איננו מקיים בו מה שהוא חייב לעשות ממנו ולהודות עליו לה' אזי תדע שעשרו הוא לו לנסיון ולמבחן ולעתיד צריך ליתן דין וחשבון וכ""כ בשער ע""ה פ""ד ומהם שלא בזה מי שחסר הטובות בו' ושמא האלהים <b>מנםה</b>","https://www.sefaria.org.il/Marpeh_la'Nefesh,_Sixth_Treatise_on_Submission_4:8?lang=he"
םה,"כל זמן שהתוכן הרוחני של האומה הוא מלא וגדול, מתגדל ממילא, במידה יותר עליונה, האור של התוכן האלהי שבהשגתה, והמבוקש של מציאותה מצויר בגונים בהירים ; ולמעלה מזה מתגלה בגונים <b>בהיריםהמבוקש</b> של כל ההויה כולה,",https://www.sefaria.org.il/Shemonah_Kevatzim_1:670:1?lang=he
םה,הנה ודאי דגמילות <b>חסדיםהוא</b> כפשוטו ממש כי תכלית חכמה תשובה ומעשים טובים והלומד ואינו עושה נוח לו שתהפך שלייתו ע״פ. אמנם באמת גם עיון תפלה הוא בכלל גמ״ח כדאיתא בגמ׳ ופרש״י בשבת דקכ״ז :,"https://www.sefaria.org.il/Likkutei_Torah,_Vayikra_5:16?lang=he"
םה,"לפי רבי יהודה קירוד עלול לגרום לחבורה, אך לא קרצוף, ולדעת <b>חכמיםהכול</b> אסור: קירוד משום חבורה, וקרצוף משום החשש לתלישת השערות .",https://www.sefaria.org.il/Mishnat_Eretz_Yisrael_on_Mishnah_Baba_Kamma_8:3:5?lang=he
םו,"לאה הפסידה <b>דודאיםונשתכרה</b> ב' שבטים ובכורה. ורחל נשתכרה דודאים והפסידה שבטים ובכורה. ר' שמואל בר נחמן אמר: זו הפסידה דודאים, ונשתכרה שבטים, וקבורה עמו. רחל נשתכרה דודאים, והפסידה שבטים, וקבורה עמו:",https://www.sefaria.org.il/Bereshit_Rabbah_72:3?lang=he
םו,"אלקום אלדין ענצרהם אברהם ויצחק ויעקב והם צפותהם מטבועין עלי אלצניעותרגאלא ונסא לא כראהה פי אלסנתהם פי תצרף אלפאצל בינהם פלא תתדנס נפסה בכלמאת פאחשה יסמעהא מנהם, ולא תתעלק בתיאבה וגסמה נגאסהזיבות ונדות <b>ושרציםואמואת</b>",https://www.sefaria.org.il/Kuzari_3:21?lang=he
םו,"ואלדין נקלוא אלינא תלך אלשראיע לם יכונוא אפראדא, בל כתרה ועלמא ואגלא ומתצלין באלאנביא, ולו לם יכונוא גיר <b>אלכהניםואללויםואלשבעים</b> זקניםאלדין כאנוא חמלה אלתורה ולם ינקטעוא מן לדן משה.",https://www.sefaria.org.il/Kuzari_3:53?lang=he
םו,"דזה לשונם וכל תרבא דלענין הקרבה קרב לגבי מזבח לענין אכילה נמי תרבא ודא ואסור וכו' והי נינהו תרבא דקרב את החלב המכסה את הקרב היינו פירוסתא ואשר על הקרב היינו חלב שעל המסס ובה""כ וכו' ומאי שנא מדכולי כרסא <b>משםו</b>","https://www.sefaria.org.il/Arukh_HaShulchan,_Yoreh_De'ah_64:15?lang=he"
םו,"דבאשתו ובניו כשאין להם לשלם פטורים הבעלים זהו דוקא משום דכל המפקיד על דעת אשתו ובניו הוא מפקיד כמו שיתבאר והוה כא""ל בפירוש תוכל למסור לאשתך ובניך אבל במסר לשומר אחר נהי דרגיל להפקיד אצלו מ""מ הא לא א""ל <b>שימםור</b>","https://www.sefaria.org.il/Arukh_HaShulchan,_Choshen_Mishpat_291:50?lang=he"
םו,Voici les termes de l’original arabe du traité des Devoirs des cœurs: ולהדא קאל ארםטוטאלים <b>אלםואלב</b> מן צפאת אלכאלק תעאלי אצדק מן אלמוגכאת לאן כל מא יוגב לה מן אלצפאת לא תכלו פן צפאת אלגוהר או אלערץ וכאלק,"https://www.sefaria.org.il/Guide_for_the_Perplexed,_Part_1_58:2?lang=he"
םו,"Les mots ואכד מתל <b>אלמחםום</b> sont un peu obscurs; je prononce: , en considérant le génitif comme dépendant du préfixe dans , de sorte que serait pour .","https://www.sefaria.org.il/Guide_for_the_Perplexed,_Part_1_68:9?lang=he"
םו,"Les mots בנצוץ פואםיק signifient: par des textes de versets ; פואםיק est un pluriel irrégulier, de forme arabe, du mot rabbinique <b>פםוק</b>, verset.","https://www.sefaria.org.il/Guide_for_the_Perplexed,_Part_1_70:6?lang=he"
םו,C’est du moins ainsi que ce passage a été entendu par Al-’Harizi qui traduit: כי החבמים ההם היה זמנם קרוב לדור <b>הפילוםופים</b>.,"https://www.sefaria.org.il/Guide_for_the_Perplexed,_Part_1_71:5?lang=he"
םו,"C’est cette leçon qui a été suivie dans les deux versions hébraïques; celle d’Ibn-Tibbon a <b>יםודות</b> הדת, et celle d’Al-’Harizi <b>יםודות</b> האמונה.","https://www.sefaria.org.il/Guide_for_the_Perplexed,_Part_1_71:14?lang=he"
םו,אשר אסורי המלך <b>אםורים</b> אסורי כתיב ואסירי קרי מלמד שי' שנים היה אסור על שהוציא דבה על י' אחיו ועוד ב' שנים על שאמר לשר המשקים כי אם זכרתני:,https://www.sefaria.org.il/Kitzur_Baal_HaTurim_on_Genesis_39:20:1?lang=he
םו,הנמצאים נבראים וכי קדמון רק הבורא ית' אשר ברא את העולם כלו בששה ימים וכן מאמין אני כי כל האנשים מצאצאי אדם הם ואליו הם מתיחשים כלם מאמין אני כי האלוה משגיח על הנבראים ומתחבר עם בני אדם כי יש לפניו כעס <b>ורחמיםוכי</b>,https://www.sefaria.org.il/Kuzari_1:8?lang=he
םו,"שהארוסה גמורה לאישה, דאלמא רבי אליעזר כארוסה עביד לה, ויש לומר דרבי אליעזר לדבריו דרבי עקיבא אמר ליה, כלומר לדידי כיוןש עשה בה מאמר הרי היא ככנוסה ומפר לבוד, אלא לדידך אודי לי מיהת דתהוי כארוסה וליפר <b>בשותפםות</b>",https://www.sefaria.org.il/Rashba_on_Nedarim_74a:3?lang=he
םו,"א""ל הקדוש ברוך הוא אברהם כך עתידין בניך להיות נאחזין באומות העולם ונסבכין במלכים ונמשכין ממלכות למלכות מבבל למדי וממדי ליון ומיון לאדום וסופן להגאל בקרניו של איל שנאמר וה' אלקים בשופר יתקע כל השביעיים <b>חביביםוכו'</b>",https://www.sefaria.org.il/Yalkut_Shimoni_on_Torah_645:5?lang=he
םו,שומרי העיר בלילה פטורין מן הסוכה בלילה וחייבין <b>ביוםוכו'</b>. שומרי גגות ופרדסין פטורין בין ביום בין בלילה. אמאי ליעבדו סוכה וליתבה בה. אביי אמר תשבו כעין תדורו.,https://www.sefaria.org.il/Yalkut_Shimoni_on_Torah_654:3?lang=he
םו,"תנו רבנן כיצד בחזקה התיר לו מנעלו, הנעיל לו מנעלו, או הוליך כליו אחריו לבית המרחץ הפשיטו הרחיצו סבו גרדו הלבישו הנעילו הגיהו קנהו , אמר ר' שמעון לא תהא חזקה גדולה מהגבהה קונה בכל <b>מקוםוכו'</b>.",https://www.sefaria.org.il/Yalkut_Shimoni_on_Torah_667:4?lang=he
םו,"ר' אלעזר בן ר' יהודא מגרמיזא ז""ל בספר הגדול שחבר והגיע ממנו לידי שער יסוד היחוד והאמונה וכתוב בו בלשון הזה ומה ה' אחד אחד כל אשר בו אין קצה לקצתו אין חקר לתבונתו וליכלתו אין קצה וליסודו אין לו התחלה <b>וםוף</b>","https://www.sefaria.org.il/Iggerot_HaRambam,_Iggeret_Kanaut_55?lang=he"
םו,שיתחדש מההתמזגות כחות הגלגלים אלו המזגים המקבלים כפי כח ככב מהכוכבים ההולכי' ולפי מקומותיו מגלגל המזלות כן יתחדש ממניעיהם שכל הוא נימוס מהשיתחדש מהמזג כחותיה' ובאמצעותו ינתנו הצורו' באלו הדברים ההוים <b>םוהוא</b>,"https://www.sefaria.org.il/Ralbag_on_Torah,_Leviticus_16:1:2?lang=he"
םו,"אלא ש""מ שאין חילוק בין תרומה לשאר <b>איםורין</b> בענין זה שבכולן לר' אליעזר אם לא קדם וסלק את האיסור אסור וש""מ דלא אמרינן ראשון ראשון בטיל דאי ס""ד אמרי' ראשון ראשון בטל אע""פ שלא קדם וסלק את האיסור אמאי אסור לימא",https://www.sefaria.org.il/Chiddushei_Ramban_on_Avodah_Zarah_73a:2?lang=he
םו,"כענין ששנינו בה וחותם בגאולה וכיון שכן דמיא לברכה אחרונה שבק""ש שאין פותחין בה ומתרץ שניא היא דמר ר' יוחנן הלל אם שמעו בבית הכנסת יצא וכשהוא קורא אותו בביתו אינו מברך עליו שכבר בירך ברבים כמו שהוזכר במס' <b>םופרים</b>",https://www.sefaria.org.il/Chiddushei_Ramban_on_Pesachim_117b:1?lang=he
םו,"ואי מידי דעבידי אינשי לאשתמושי ביה ליומי הוא כגון עבדים ושפחות ובהמה טמאה ובית <b>הבדיםוגתות</b> וכיוצא בהן משתמשי בהו ליומי כל חד וחד לפום מטו מנתיה כדאמרינן בהדיא לטעמיה דרב נחמן דקיימא לן בהא כוותיה, וה""ה",https://www.sefaria.org.il/Yad_Ramah_on_Bava_Batra_13b:66?lang=he
םו,"ולא מחילה בו אין הקב""ה מוחל עונותיו מחמת <b>היםורים</b> שהגיעו עליו מאחר שאין מקבל אותם ברצון רק בהכרח:","https://www.sefaria.org.il/Tov_haLevanon,_Eighth_Treatise_on_Examining_the_Soul_3:397?lang=he"
םו,"עכ""ז תאותם <b>וגםות</b> חומרם מטה שכלם לבקש לו היתרים על הדבר:","https://www.sefaria.org.il/Tov_haLevanon,_Introduction_of_the_Author_156?lang=he"
םו,"נ""ל שאין צ""ל בשלא חתמו העדים אלא מאחוריו דהתם ודאי פסול משום דלאו אשטרא קא מסהדי דכיון שהיה להם שיחתומו <b>בפניםוהם</b> לא חתמו אלא בחוץ לא העידו אלא על מה שכתוב בשטר ואע""פ שבמקוש' מהני התם כיון דהכי תקינו רבנן",https://www.sefaria.org.il/Chiddushei_Ramban_on_Bava_Batra_160a:1?lang=he
םו,"ושוב מצאתי כדברי בספר רמב""ם דוקא בקידושי ביאה אמרי' הן הן עדי יחוד הן הן עדי ביאה אבל בשאר קידושי' עד דחזק שקדשה <b>ושלםו</b> מאיר ב""ר ברוך זלה""ה.","https://www.sefaria.org.il/Teshuvot_Maharam,_Prague_Edition_993:1?lang=he"
םו,והוא מאמר ה' ית' [וחטאה בשגגה] מקדשי ה' וגו' ועוד יתבאר במסכת מעילה מי שגנב מן ההקדש לא יתחייב בתשלומי כפל למאמר ה'ית' ישלם שנים לרעהו לרעהו ולא להקדש ואיסור הקדש אינו מוסיף על איסור תרומה אלא מפני שהוא <b>איםור</b>,https://www.sefaria.org.il/Rambam_on_Mishnah_Terumot_6:4:2?lang=he
םו,"כן היא יודעת עצמה וידועה לעצמה…והשלישי הנשמה, אשר היא בינונית בין הבורא ובין הנברא וקבלה מכה הבורא להיות יודעת ומכה הנברא להיות ידועה. 61 V כי הנשמה אצולה ולקוחה מכהות עליונות, כי הבורא יתברך הברה מד׳ <b>יםודות</b>","https://www.sefaria.org.il/Sefer_HaYashar,_Addendum_I_17?lang=he"
םו,<b>משםו</b> מאי מתרת בי' פי' שאם לא תודיענו לאתה מלאכה הדומה אלא אתה אומר אל תעשה שהעושה מלאכה בשבת חייב סקילה יאמר בלבו אין זו מלאכה שהרי כל המלאכות שנויות הן ואין זו אחת מהן הילכך אתה צריך להודיענו שתולדות,https://www.sefaria.org.il/Tosafot_Rid_on_Moed_Katan_2b:1?lang=he
םו,"כי לעולם הרע גם הוא חפץ להתעלות ולהתאחד <b>במקוםושיהי'</b> לו קיום גמור כי באמת גם שם יש ע""כ איזה ניצוץ קדוש שמהם חיותם. והיינו מה שהי' רצון הש""י שיהי' מציאות זה.","https://www.sefaria.org.il/Pri_Tzadik,_Sefer_Kedushat_Shabbat_6:2?lang=he"
